name,processor,count,duration_seconds,pts_per_sec
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,14,0.0009192962257915668,15229.041093848935
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,19,0.0009820365560654666,19347.54860462993
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,27,0.0011036494468959666,24464.289884743725
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,39,0.0018734106639296333,20817.645992360416
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,55,0.0020279331120351667,27121.210099875443
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,78,0.003624120445301133,21522.46349900738
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,110,0.004019602107556734,27365.892706943116
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,155,0.0057552138888277,26932.10069931432
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,218,0.007949290440314333,27423.831301272694
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,308,0.0109073174479934,28237.92389545444
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,434,0.0149071214420513,29113.601957768664
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,612,0.02054805355265527,29783.842952896914
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,863,0.029238143225148602,29516.238201395357
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1216,0.03959081699828513,30714.193143644166
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1714,0.0544463080051355,31480.555115662417
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2415,0.07385132966770057,32700.833023135376
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3403,0.10728760966663757,31718.48091847465
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4795,0.14729592077718626,32553.515227712047
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6757,0.20753537443849354,32558.30490720774
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9521,0.29398024510773296,32386.52990615374
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,13417,0.4146293863328691,32359.0185410271
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18905,0.565832709557739,33410.9352122403
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,26639,0.8076277782235088,32984.25427936151
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,37537,1.1087951198914607,33853.86472811539
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52893,1.5952647280010603,33156.25242104948
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,74531,2.268886363112161,32849.15507966126
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,105021,3.1160916705535104,33702.79539348249
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,147983,4.632903961444533,31941.737025314706
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,208520,6.320931439112975,32988.809008385935
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,293822,8.996552930554012,32659.397690211368
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,414019,12.9321347131131,32014.745375346844
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,583387,18.285718319669,31903.969524264234
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,822041,25.340055872441635,32440.378353467004
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1158323,35.232212844443815,32876.81659719167
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1632172,49.82163988733054,32760.30262534685
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2299863,70.48428896022283,32629.441736979243
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3240696,100.263,32321.953262918523
pandas_int,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4566405,136.126,33545.42850006611
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1,0.024113106109874435,41.47122297075179
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,10,0.024159408667849103,413.91741567366324
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,14,0.02416837167103457,579.2694762625978
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,19,0.030432744222744865,624.3275289580936
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,27,0.0302122019988795,893.6786534460932
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,39,0.030413050663140068,1282.3442288631413
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,55,0.0308356970006393,1783.647050328057
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,78,0.030943830892184932,2520.6962987798456
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,110,0.03073464821672273,3579.022581431369
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,155,0.030940976336753603,5009.538106135372
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,218,0.0303324861122916,7187.013922728217
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,308,0.030291926328610202,10167.725771506955
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,434,0.0308481629990662,14068.909063179468
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,612,0.030982145444696966,19753.31247128828
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,863,0.030600452782120532,28202.197076777906
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1216,0.029517333998603335,41196.13241688891
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1714,0.030333905111584365,56504.429406467425
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2415,0.030450446556477467,79309.18173961155
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3403,0.030905058892133335,110111.42259515997
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4795,0.03102318800271797,154561.80710956932
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6757,0.0308941968898806,218714.21432590327
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9521,0.0319984883284712,297545.30596148595
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,13417,0.03311247311470387,405194.74197902996
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18905,0.033009910000281,572706.8022857097
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,26639,0.033530889772447635,794461.4706254915
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,37537,0.03527257089239234,1064198.0170517159
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52893,0.03750533344534534,1410279.4227140613
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,74531,0.0419601559991844,1776232.6718101022
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,105021,0.04813414533131024,2181839.9241771945
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,147983,0.05762218489104673,2568160.167473855
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,208520,0.07006694844763517,2976010.8670329535
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,293822,0.0865349153285432,3395415.5832297206
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,414019,0.11117638621836273,3723983.2493459615
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,583387,0.14381351822236968,4056551.895893026
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,822041,0.19273469010988872,4265142.925392979
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1158323,0.2574909588853415,4498499.694957411
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1632172,0.35107020099978475,4649132.838252486
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2299863,0.48929107677626105,4700398.411417713
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3240696,0.6670741453336345,4858074.657321907
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4566405,0.9383525196667244,4866406.7120764535
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6434438,1.3026969362202412,4939320.743832746
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9066649,1.7802817716649735,5092816.84748173
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,12775649,2.4703566513311945,5171580.788998876
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,17391305,3.398428399776678,5117455.174616255
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18001933,3.6172862970000135,4976640.365715551
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,25366194,4.987813847221847,5085633.661755173
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,34782609,6.8006596697758255,5114593.390783009
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,35743040,6.9384326833287355,5151457.343656487
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,50364863,9.686879914667353,5199286.400127686
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52173913,10.301939249996302,5064474.923982757
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,69565218,13.481803097778311,5159934.282934586
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,70968206,13.936986401221766,5092076.863458708
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,86956522,16.75781000955615,5189014.671392801
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,100000000,19.819806268111236,5045457.99526272
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,104347826,21.13462125177625,4937293.399153303
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,121739131,24.08214710866132,5055161.005814786
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,139130435,27.361518661224228,5084894.472512255
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,156521739,30.64372676866812,5107790.582444322
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,173913044,34.306126954554166,5069445.59000744
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,191304348,36.96183727299577,5175726.157416057
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,208695652,40.49632772844321,5153446.34208448
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,226086956,44.38257089022563,5094048.214538899
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,243478261,47.95137562910897,5077607.426390413
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,260869565,50.996554305111054,5115435.122130492
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,278260869,53.55612266300117,5195687.349342681
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,295652174,57.14556403711283,5173667.964988333
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,313043478,60.98360999377977,5133239.538163286
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,330434782,64.632,5112556.968684243
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,347826087,68.234,5097547.952633585
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,365217391,71.913,5078600.406046195
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,382608695,74.30299999999998,5149303.460156388
pool_16,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,400000000,76.98699999999998,5195682.387935627
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1,0.008915391109935432,112.16557834300578
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,10,0.0088515892206794,1129.7406319576648
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,14,0.008867992553445933,1578.7112940864915
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,19,0.009003197224137999,2110.3614112839937
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,27,0.008844245554620532,3052.8324697966227
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,39,0.008891191113222735,4386.363930699935
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,55,0.008861105998615768,6206.900132849307
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,78,0.0089098236635844,8754.382010813084
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,110,0.009032249333854268,12178.583200499457
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,155,0.009016786779173468,17190.15917710413
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,218,0.0089422684456221,24378.601618331766
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,308,0.008907268224387468,34578.502885622984
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,434,0.008995361444643734,48247.08853232621
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,612,0.009115084552619933,67141.45068726696
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,863,0.009810988332351866,87962.59569020645
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1216,0.009876212331776801,123124.12483149124
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1714,0.010186240555873733,168266.200920579
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2415,0.011009236113064735,219361.26859284117
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3403,0.011901598890984633,285927.96910486923
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4795,0.012861241776340867,372825.5858482289
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6757,0.014801512443615668,456507.4025873954
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9521,0.016858092216671335,564773.2778792416
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,13417,0.020047709333399902,669253.5180389412
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18905,0.025316044892598335,746759.617475922
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,26639,0.0302224095543431,881432.0364529588
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,37537,0.04066793677671293,923012.1558931469
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52893,0.05276163455636956,1002489.7910145314
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,74531,0.07022712633469018,1061285.060203066
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,105021,0.09374876166223023,1120238.7971628127
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,147983,0.13175236077787766,1123190.5001648183
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,208520,0.17475660222308287,1193202.4160885033
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,293822,0.24264443388462267,1210915.8874821428
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,414019,0.3469913194440822,1193168.1768388427
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,583387,0.47572517455627933,1226310.9694460453
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,822041,0.6581904577808971,1248940.9262655196
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1158323,0.9402985813368319,1231867.2206792023
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1632172,1.2766457355575014,1278484.6684873335
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2299863,1.8476099786662703,1244777.3212722072
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3240696,2.5861288735580943,1253106.9248460643
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4566405,3.579443070225366,1275730.5844544396
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6434438,5.203577053449272,1236541.3126216384
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9066649,7.256138125227196,1249514.38954535
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,12775649,10.100124900333066,1264900.1003520961
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,17391305,13.98748665044912,1243347.3886062002
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18001933,14.236563567554837,1264485.8370896787
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,25366194,20.0728641661106,1263705.7566914754
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,34782609,27.14735745744588,1281252.1091425768
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,35743040,27.769459024220605,1287134.9048904702
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,50364863,41.02307501455811,1227720.3252590576
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52173913,42.01081242544395,1241916.3064887729
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,69565218,55.981835624440315,1242639.1029169739
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,70968206,56.16077050511612,1263661.5445568888
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,86956522,69.62919690433233,1248851.4282230586
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,100000000,78.378,1275868.2283293782
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,104347826,80.793,1291545.381406805
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,121739131,95.058,1280682.6463843125
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,139130435,109.401,1271747.378908785
pool_2,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,156521739,123.613,1266223.9327578815
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1,0.0111697604436323,89.52743481352671
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,10,0.0114781225510458,871.2226198603252
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,14,0.0114863723292946,1218.8356426767307
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,19,0.011537565553146834,1646.7945436563791
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,27,0.011488928887372135,2350.0885299826864
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,39,0.0115143096717591,3387.0897267644677
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,55,0.0120075312200416,4580.458629847265
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,78,0.011528809329443002,6765.65964195441
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,110,0.012145089336412234,9057.15857274171
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,155,0.011547002444302366,13423.397175816966
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,218,0.011513746111653669,18933.889794508385
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,308,0.011557635444682001,26649.049580614657
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,434,0.012249275552057133,35430.66674886862
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,612,0.0115855216678852,52824.55270844212
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,863,0.0122996376675243,70164.66853154925
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1216,0.012380410666474032,98219.68210577295
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1714,0.012473923776660933,137406.6437063647
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2415,0.012503130557067267,193151.6262249174
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3403,0.013383944443530435,254259.8719202657
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4795,0.013540573886078168,354120.88441317924
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6757,0.014524238665639934,465222.3194311086
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9521,0.015569834223327467,611502.978351252
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,13417,0.017368270334994603,772500.6429089629
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18905,0.019577050329185802,965671.5226305621
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,26639,0.0232841313337491,1144083.9092583281
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,37537,0.028094261884120165,1336109.1369770847
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52893,0.033674592329654834,1570709.4382081316
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,74531,0.04337970978083694,1718107.3911408277
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,105021,0.056635543553469066,1854330.221106657
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,147983,0.0720926313362496,2052678.5783388547
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,208520,0.09684071166611587,2153226.6379756504
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,293822,0.135819654329266,2163324.604609071
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,414019,0.1853044364410451,2234263.830654269
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,583387,0.2573792857786951,2266643.169185026
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,822041,0.34471415299968794,2384703.363197113
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1158323,0.4795748098896195,2415312.431165022
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1632172,0.6776205970012169,2408681.210729297
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,2299863,1.0017842278927047,2295766.8287889287
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,3240696,1.3462254823331927,2407246.068751745
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,4566405,1.8849233185551129,2422594.571910955
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,6434438,2.609825286223501,2465466.954422391
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,9066649,3.6849494784412804,2460454.0857464233
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,12775649,5.353560333670945,2386383.6781007596
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,17391305,7.3160528069966375,2377143.175260844
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,18001933,7.393271012669171,2434907.765338473
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,25366194,10.352696887447655,2450201.553834323
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,34782609,14.042300602999205,2476987.922660693
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,35743040,14.749652420108568,2423314.053914289
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,50364863,20.636653867782613,2440553.7507526
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,52173913,21.67078613888441,2407569.0039865742
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,69565218,28.73874309211131,2420607.532383538
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,70968206,29.35882407910806,2417270.044902836
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,86956522,35.144637330889594,2474247.242368653
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,100000000,41.04616019099604,2436281.4824743625
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,104347826,42.650593230776025,2446573.847997598
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,121739131,49.87967624433318,2440655.9979192074
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,139130435,56.53906693189069,2460784.0657788413
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,156521739,63.630744590672045,2459844.529666958
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,173913044,71.368,2436849.0640062774
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,191304348,82.41599999999998,2321203.989516599
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,208695652,85.089,2452674.869842165
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,226086956,92.841,2435205.9542658958
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,243478261,98.148,2480725.6490198476
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,260869565,106.495,2449594.4880041317
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,278260869,111.963,2485293.078963586
pool_4,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,295652174,126.691,2333647.8045007144
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1,0.015024423886763132,66.5582925200229
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,10,0.017464460220808765,572.5914155700661
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,14,0.01812249244713327,772.5206695955671
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,19,0.018266771782707,1040.1399998869608
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,27,0.018732537553438636,1441.342366082365
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,39,0.018046607113132867,2161.0710398642714
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,55,0.018632667332370168,2951.804968065392
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,78,0.01810675333492043,4307.784977087543
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,110,0.018051328996196367,6093.734152381707
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,155,0.017982266330884535,8619.60317725845
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,218,0.018002047667642,12109.733516140319
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,308,0.017994032220501034,17116.78606694325
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,434,0.017232014666104467,25185.679585897873
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,612,0.01809944410839427,33813.19317515188
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,863,0.0180975305574118,47686.06397774863
pool_8,Intel(R) Core(TM) i9-10900K CPU @ 3.70GHz,1216,0.017980370002902202,67629.30906336888
